Ensayo,Muestra-año,Exportador,CodigoVUCE (grupos),Cant muestras,Promedio de RESULTADO,Año,Mes
DAÑOS,C0752-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0753-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0754-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,junio
DAÑOS,C0755-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,junio
DAÑOS,C0756-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,junio
DAÑOS,C0757-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0758-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,junio
DAÑOS,C0759-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,junio
DAÑOS,C0760-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,junio
DAÑOS,C0761-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0762-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0767-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0768-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0769-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0770-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0771-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0774-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0775-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0776-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0777-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0778-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0781-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0782-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0783-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0785-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,junio
DAÑOS,C0786-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0787-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,junio
DAÑOS,C0789-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0791-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0792-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0804-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0805-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0806-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,junio
DAÑOS,C0809-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0810-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0811-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,junio
DAÑOS,C0812-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0815-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0817-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,junio
DAÑOS,C0818-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0819-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0820-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,junio
DAÑOS,C0821-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0822-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0823-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0824-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0834-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0835-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0837-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,junio
DAÑOS,C0838-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,junio
DAÑOS,C0839-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0840-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0841-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,junio
DAÑOS,C0842-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0843-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0844-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0845-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,julio
DAÑOS,C0846-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0847-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,julio
DAÑOS,C0848-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0849-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0850-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,junio
DAÑOS,C0851-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0852-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,junio
DAÑOS,C0853-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0854-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,junio
DAÑOS,C0855-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0856-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0857-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0858-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0859-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0860-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0870-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,junio
DAÑOS,C0871-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0872-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0873-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0874-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0875-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,julio
DAÑOS,C0876-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0877-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,julio
DAÑOS,C0878-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0879-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0880-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,julio
DAÑOS,C0881-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0882-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,julio
DAÑOS,C0884-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0885-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0887-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0888-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0890-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,julio
DAÑOS,C0892-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0893-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0894-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0895-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0896-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0897-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0898-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0899-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0900-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0901-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,julio
DAÑOS,C0903-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,julio
DAÑOS,C0904-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0908-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.7,2022,julio
DAÑOS,C0909-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,julio
DAÑOS,C0910-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0911-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,julio
DAÑOS,C0912-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,julio
DAÑOS,C0913-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,julio
DAÑOS,C0914-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0915-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,julio
DAÑOS,C0916-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,julio
DAÑOS,C0917-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,julio
DAÑOS,C0918-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,julio
DAÑOS,C0919-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,julio
DAÑOS,C0920-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0937-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0939-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0944-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0945-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,julio
DAÑOS,C0948-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0957-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0958-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0959-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0960-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0963-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0966-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0967-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0968-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0970-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0971-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0973-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C0976-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0979-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0980-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0981-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,julio
DAÑOS,C0982-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0983-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0984-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0985-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0989-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0990-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0991-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C0992-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0993-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C0994-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1000-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1001-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1002-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C1003-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1004-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C1005-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1011-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,julio
DAÑOS,C1012-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C1017-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1018-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C1033-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1040-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,agosto
DAÑOS,C1041-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C1050-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C1051-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1055-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1058-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1059-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1060-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C1061-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C1062-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1063-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1064-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,julio
DAÑOS,C1065-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1068-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C1069-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,julio
DAÑOS,C1070-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1078-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1079-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,julio
DAÑOS,C1080-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1081-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,julio
DAÑOS,C1082-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1083-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1086-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1087-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1088-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1089-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1098-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1109-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,agosto
DAÑOS,C1110-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1111-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1112-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,agosto
DAÑOS,C1113-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1114-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1116-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1122-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1123-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1124-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1125-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1126-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1127-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1128-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1129-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1136-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,agosto
DAÑOS,C1137-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1138-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1139-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1140-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1141-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1142-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1149-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1150-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1151-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1158-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,agosto
DAÑOS,C1159-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,agosto
DAÑOS,C1161-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1162-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1165-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1168-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1169-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1170-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1171-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1172-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1173-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1174-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2022,agosto
DAÑOS,C1175-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1176-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1177-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1178-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1181-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1182-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1183-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1184-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1185-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1186-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,septiembre
DAÑOS,C1187-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1188-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1189-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1190-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1191-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1193-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1194-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1195-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1201-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1202-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1203-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1204-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,septiembre
DAÑOS,C1206-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,septiembre
DAÑOS,C1211-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1212-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1213-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,agosto
DAÑOS,C1214-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1215-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1216-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1217-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1218-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1219-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1220-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1224-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1225-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,agosto
DAÑOS,C1232-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1233-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,agosto
DAÑOS,C1236-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1238-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1239-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1241-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1243-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1245-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,agosto
DAÑOS,C1252-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1271-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1272-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1273-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1279-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,agosto
DAÑOS,C1281-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2022,agosto
DAÑOS,C1283-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,agosto
DAÑOS,C1286-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2022,agosto
DAÑOS,C1288-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2022,agosto
DAÑOS,C1292-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C1297-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.6,2022,agosto
DAÑOS,C1299-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2022,agosto
DAÑOS,C13000-2022,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2022,diciembre
